rank_hybrid,material_id,formula,space_group_number,crystal_system,gnn_probability,hybrid_probability,hybrid_probability_std,explicit_only_probability,embedding_only_probability,formation_energy_per_atom,energy_above_hull,band_gap,n_magnetic_sites,magnetic_elements,dft_priority_score,dft_selected,rationale
33715,mp-1233371,mp-1233371,1,triclinic,1.5684078283416923e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.359663203533332,0.150644024966664,2.2055,0,,-0.15049282025117894,False,hybrid=0.000; hull=0.150644024966664; magnetic=
33716,mp-1209410,mp-1209410,165,trigonal,5.938051090296303e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.093779770499999,0.150671998000003,0.0,0,,-0.15052079328451795,False,hybrid=0.000; hull=0.150671998000003; magnetic=
33717,mp-2217480,mp-2217480,1,triclinic,1.2754267071700405e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.621792720862068,0.150726100740741,1.327999999999999,0,,-0.15057489602525595,False,hybrid=0.000; hull=0.150726100740741; magnetic=
33718,mp-2714924,mp-2714924,1,triclinic,6.720744249295609e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.179151123713159,0.150727278856843,1.2147,0,,-0.15057607414135796,False,hybrid=0.000; hull=0.150727278856843; magnetic=
33719,mp-2220234,mp-2220234,6,monoclinic,1.7904602448635152e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.074370341216216,0.150731152792788,0.459999999999999,0,,-0.15057994807730296,False,hybrid=0.000; hull=0.150731152792788; magnetic=
33720,mp-2231263,mp-2231263,1,triclinic,4.104355221547971e-37,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.268254298030853,0.150745048442982,0.0,0,,-0.15059384372749696,False,hybrid=0.000; hull=0.150745048442982; magnetic=
33721,mp-2229321,mp-2229321,1,triclinic,1.508468350230885e-11,0.00018084267487984479,0.0,0.00018084267487984479,0.00018084267487984479,-2.6720265544117643,0.150779470980388,1.5239999999999991,0,,-0.15059862830550816,False,hybrid=0.000; hull=0.150779470980388; magnetic=
33722,mp-753242,mp-753242,14,monoclinic,9.50519703170954e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.783266326460728,0.150767135416666,0.9664,0,,-0.15061593070118096,False,hybrid=0.000; hull=0.150767135416666; magnetic=
33723,mp-1233324,mp-1233324,1,triclinic,1.2080525321357908e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.056395915937932,0.150783937583334,0.0877,0,,-0.15063273286784895,False,hybrid=0.000; hull=0.150783937583334; magnetic=
33724,mp-753045,mp-753045,8,monoclinic,3.9439107354975336e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.566612703194444,0.150827289583335,0.0,0,,-0.15067608486784995,False,hybrid=0.000; hull=0.150827289583335; magnetic=
33725,mp-818268,mp-818268,2,triclinic,2.0355144191431265e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.379623554717533,0.150832200852269,0.463999999999999,0,,-0.15068099613678396,False,hybrid=0.000; hull=0.150832200852269; magnetic=
33726,mp-1204432,mp-1204432,61,orthorhombic,6.739912968496014e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.9878686628260864,0.150832783822465,0.0,0,,-0.15068157910697996,False,hybrid=0.000; hull=0.150832783822465; magnetic=
33727,mp-2228406,mp-2228406,1,triclinic,5.777901269796577e-36,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.087464203820326,0.150834217478072,0.190799999999999,0,,-0.15068301276258694,False,hybrid=0.000; hull=0.150834217478072; magnetic=
33728,mp-1022148,mp-1022148,38,orthorhombic,1.0088647336432826e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.075518304352684,0.1508346815625,0.0,0,,-0.15068347684701494,False,hybrid=0.000; hull=0.1508346815625; magnetic=
33729,mp-1189414,mp-1189414,139,tetragonal,1.1075991415476893e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.294143812499999,0.150851623333331,0.0,0,,-0.15070041861784594,False,hybrid=0.000; hull=0.150851623333331; magnetic=
33730,mp-705638,mp-705638,36,orthorhombic,1.1235819150036813e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.54452463548611,0.150865099398147,1.3254,0,,-0.15071389468266194,False,hybrid=0.000; hull=0.150865099398147; magnetic=
33731,mp-1022606,mp-1022606,38,orthorhombic,7.591582891722984e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.100870666875,0.150868253593749,0.0,0,,-0.15071704887826395,False,hybrid=0.000; hull=0.150868253593749; magnetic=
33732,mp-1235148,mp-1235148,1,triclinic,1.1995397625546265e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.325160076264254,0.150870495214416,0.5869000000000001,0,,-0.15071929049893096,False,hybrid=0.000; hull=0.150870495214416; magnetic=
33733,mp-1120816,mp-1120816,9,monoclinic,7.79095973466338e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.034292619381943,0.150897659333333,0.634599999999999,0,,-0.15074645461784794,False,hybrid=0.000; hull=0.150897659333333; magnetic=
33734,mp-2228237,mp-2228237,1,triclinic,6.055968031458361e-38,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.000210334569582,0.15090537785714,0.0,0,,-0.15075417314165496,False,hybrid=0.000; hull=0.15090537785714; magnetic=
33735,mp-2232484,mp-2232484,1,triclinic,1.1312679221591593e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.564582594888889,0.150943485944448,1.6348,0,,-0.15079228122896296,False,hybrid=0.000; hull=0.150943485944448; magnetic=
33736,mp-1080630,mp-1080630,88,tetragonal,3.8970666550093344e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.788174330937498,0.150953798541666,0.0842,0,,-0.15080259382618094,False,hybrid=0.000; hull=0.150953798541666; magnetic=
33737,mp-1362332,mp-1362332,8,monoclinic,3.389119409375535e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.727578324047618,0.151006834166666,0.9112,0,,-0.15085562945118094,False,hybrid=0.000; hull=0.151006834166666; magnetic=
33738,mp-1045059,mp-1045059,164,trigonal,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.11771447425,0.151072021187498,1.2114,0,,-0.15092081647201294,False,hybrid=0.000; hull=0.151072021187498; magnetic=
33739,mp-2230497,mp-2230497,6,monoclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.9769538359255892,0.151082514983546,0.0,0,,-0.15093131026806095,False,hybrid=0.000; hull=0.151082514983546; magnetic=
33740,mp-2222888,mp-2222888,1,triclinic,1.2672913942090746e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.597751487722222,0.151104961111109,1.688699999999999,0,,-0.15095375639562394,False,hybrid=0.000; hull=0.151104961111109; magnetic=
33741,mp-1233825,mp-1233825,1,triclinic,4.066605992919525e-12,0.00016055146435742986,0.0,0.00016055146435742986,0.00016055146435742986,-2.399391557937931,0.151120053416661,0.0,0,,-0.15095950195230357,False,hybrid=0.000; hull=0.151120053416661; magnetic=
33742,mp-1048115,mp-1048115,186,hexagonal,9.290294872956068e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.731642599999999,0.151113702692313,0.0,0,,-0.15096249797682795,False,hybrid=0.000; hull=0.151113702692313; magnetic=
33743,mp-1368737,mp-1368737,14,monoclinic,5.9106574371920884e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.5757533065,0.151118792499998,0.0,0,,-0.15096758778451294,False,hybrid=0.000; hull=0.151118792499998; magnetic=
33744,mp-1046272,mp-1046272,46,orthorhombic,1.884394367163231e-14,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.697022231666666,0.151121179427084,0.0,0,,-0.15096997471159895,False,hybrid=0.000; hull=0.151121179427084; magnetic=
33745,mp-1202300,mp-1202300,14,monoclinic,1.7089741286833784e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.034284297022059,0.151139362941173,1.9578,0,,-0.15098815822568795,False,hybrid=0.000; hull=0.151139362941173; magnetic=
33746,mp-1099868,mp-1099868,1,triclinic,3.301967627155553e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.07268706903544,0.151213566041657,0.5920000000000001,0,,-0.15106236132617196,False,hybrid=0.000; hull=0.151213566041657; magnetic=
33747,mp-2232666,mp-2232666,5,monoclinic,1.4174187417467429e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.028031899074073,0.151221583912048,0.724499999999999,0,,-0.15107037919656296,False,hybrid=0.000; hull=0.151221583912048; magnetic=
33748,mp-2231435,mp-2231435,1,triclinic,7.3384780707141135e-34,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.358112577504538,0.151237231557017,0.469199999999999,0,,-0.15108602684153194,False,hybrid=0.000; hull=0.151237231557017; magnetic=
33749,mp-1520602,mp-1520602,2,triclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.087338975,0.151249404625018,1.8488,0,,-0.15109819990953297,False,hybrid=0.000; hull=0.151249404625018; magnetic=
33750,mp-2228762,mp-2228762,5,monoclinic,4.9796962617786e-39,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.037005973208621,0.151277227250003,1.3315,0,,-0.15112602253451796,False,hybrid=0.000; hull=0.151277227250003; magnetic=
33751,mp-1211027,mp-1211027,178,hexagonal,4.5560188264496395e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.909514252074917,0.151292787333336,0.121099999999999,0,,-0.15114158261785096,False,hybrid=0.000; hull=0.151292787333336; magnetic=
33752,mp-1246278,mp-1246278,7,monoclinic,2.696577260662017e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.085895536558564,0.151300396249991,1.552099999999999,0,,-0.15114919153450596,False,hybrid=0.000; hull=0.151300396249991; magnetic=
33753,mp-1003854,mp-1003854,119,tetragonal,1.3295336696218378e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.794723657545258,0.151309313541667,1.332199999999999,0,,-0.15115810882618194,False,hybrid=0.000; hull=0.151309313541667; magnetic=
33754,mp-2232122,mp-2232122,1,triclinic,6.3572243458580736e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.573657292952381,0.1513187765,1.4756,0,,-0.15116757178451495,False,hybrid=0.000; hull=0.1513187765; magnetic=
33755,mp-2230511,mp-2230511,1,triclinic,2.8865489428563396e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.358030289083485,0.15131951997807,0.272,0,,-0.15116831526258495,False,hybrid=0.000; hull=0.15131951997807; magnetic=
33756,mp-1233521,mp-1233521,1,triclinic,8.877197567812393e-32,0.00016823755150851486,0.0,0.00016823755150851486,0.00016823755150851486,-2.859797388571429,0.151341696785716,2.3173,0,,-0.15117345923420747,False,hybrid=0.000; hull=0.151341696785716; magnetic=
33757,mp-2230227,mp-2230227,1,triclinic,2.679285578489856e-37,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.9767094596098,0.151326891299334,0.0,0,,-0.15117568658384894,False,hybrid=0.000; hull=0.151326891299334; magnetic=
33758,mp-2228430,mp-2228430,1,triclinic,1.0800985892749073e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.086941403820328,0.151357017478071,0.093399999999999,0,,-0.15120581276258596,False,hybrid=0.000; hull=0.151357017478071; magnetic=
33759,mp-1232034,mp-1232034,122,tetragonal,8.964804148677852e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.759745039285715,0.1513692025,0.0,0,,-0.15121799778451495,False,hybrid=0.000; hull=0.1513692025; magnetic=
33760,mp-558324,mp-558324,15,monoclinic,4.9191279382550875e-39,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.137884569722856,0.151370168000006,0.3734,0,,-0.15121896328452095,False,hybrid=0.000; hull=0.151370168000006; magnetic=
33761,mp-2230831,mp-2230831,1,triclinic,1.618536590153945e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.613559897105263,0.151403049078946,1.2488,0,,-0.15125184436346095,False,hybrid=0.000; hull=0.151403049078946; magnetic=
33762,mp-1275184,mp-1275184,9,monoclinic,4.61059753176319e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.689294424086207,0.151403825266694,0.9001999999999991,0,,-0.15125262055120894,False,hybrid=0.000; hull=0.151403825266694; magnetic=
33763,mp-680579,mp-680579,2,triclinic,1.7469856618756842e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.123632142264031,0.15142452905612,3.7288,0,,-0.15127332434063495,False,hybrid=0.000; hull=0.15142452905612; magnetic=
33764,mp-570534,mp-570534,7,monoclinic,3.376346727110308e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.981391136923076,0.151424729423077,0.0,0,,-0.15127352470759195,False,hybrid=0.000; hull=0.151424729423077; magnetic=
33765,mp-1324167,mp-1324167,230,cubic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.822494706749999,0.151483473833334,3.845799999999999,0,,-0.15133226911784894,False,hybrid=0.000; hull=0.151483473833334; magnetic=
33766,mp-1406553,mp-1406553,1,triclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.510587237857142,0.151505179642856,0.0,0,,-0.15135397492737096,False,hybrid=0.000; hull=0.151505179642856; magnetic=
33767,mp-505351,mp-505351,62,orthorhombic,7.509225751249019e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.8513578154597691,0.151512546666668,0.0,0,,-0.15136134195118295,False,hybrid=0.000; hull=0.151512546666668; magnetic=
33768,mp-2227827,mp-2227827,5,monoclinic,8.159823241383459e-18,0.0001605163336715492,0.0,0.0001605163336715492,0.0001605163336715492,-3.088900986794872,0.151521933055553,1.6928,0,,-0.15136141672188144,False,hybrid=0.000; hull=0.151521933055553; magnetic=
33769,mp-15071,mp-15071,186,hexagonal,7.87218688831557e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.9279304393318952,0.151513917727274,0.0,0,,-0.15136271301178894,False,hybrid=0.000; hull=0.151513917727274; magnetic=
33770,mp-1080302,mp-1080302,60,orthorhombic,2.437235397072783e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.787576393229165,0.151551736249999,0.5417000000000001,0,,-0.15140053153451394,False,hybrid=0.000; hull=0.151551736249999; magnetic=
33771,mp-1354855,mp-1354855,8,monoclinic,1.95277353345436e-37,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.219353374047619,0.151553532261907,0.0,0,,-0.15140232754642194,False,hybrid=0.000; hull=0.151553532261907; magnetic=
33772,mp-1014444,mp-1014444,60,orthorhombic,6.041150152891997e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.447791663666666,0.151557791833331,0.0,0,,-0.15140658711784596,False,hybrid=0.000; hull=0.151557791833331; magnetic=
33773,mp-1233179,mp-1233179,1,triclinic,6.475010699732412e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.358743831533331,0.151563396966665,2.3238,0,,-0.15141219225117994,False,hybrid=0.000; hull=0.151563396966665; magnetic=
33774,mp-2229172,mp-2229172,1,triclinic,1.8842867544055508e-10,0.00018084267487984479,0.0,0.00018084267487984479,0.00018084267487984479,-2.671189089117646,0.151616936274506,1.3288,0,,-0.15143609359962618,False,hybrid=0.000; hull=0.151616936274506; magnetic=
33775,mp-1248251,mp-1248251,62,orthorhombic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.8289318645000012,0.151617486124996,1.679199999999999,0,,-0.15146628140951096,False,hybrid=0.000; hull=0.151617486124996; magnetic=
33776,mp-1233117,mp-1233117,1,triclinic,5.235578370165542e-34,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.48460453924671,0.151692563324561,2.2301,0,,-0.15154135860907594,False,hybrid=0.000; hull=0.151692563324561; magnetic=
33777,mp-1246080,mp-1246080,12,monoclinic,2.998555246781441e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.5343739918390811,0.151701808247126,0.0,0,,-0.15155060353164096,False,hybrid=0.000; hull=0.151701808247126; magnetic=
33778,mp-1236036,mp-1236036,1,triclinic,3.357365049601405e-27,0.00015892593332202042,0.0,0.00015892593332202042,0.00015892593332202042,-2.197861485964911,0.151717008830409,1.2796,0,,-0.151558082897087,False,hybrid=0.000; hull=0.151717008830409; magnetic=
33779,mp-1237467,mp-1237467,14,monoclinic,1.3008055163395325e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.787381973645832,0.151746155833333,0.067499999999999,0,,-0.15159495111784796,False,hybrid=0.000; hull=0.151746155833333; magnetic=
33780,mp-738675,mp-738675,2,triclinic,3.155159384439135e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.176750911513158,0.1517900904198,0.019199999999999,0,,-0.15163888570431494,False,hybrid=0.000; hull=0.1517900904198; magnetic=
33781,mp-623460,mp-623460,38,orthorhombic,1.293307490017225e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.308617196249997,0.151796674999999,0.0,0,,-0.15164547028451394,False,hybrid=0.000; hull=0.151796674999999; magnetic=
33782,mp-707169,mp-707169,61,orthorhombic,3.327049670658989e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.67139264090909,0.151810331818181,2.6106,0,,-0.15165912710269594,False,hybrid=0.000; hull=0.151810331818181; magnetic=
33783,mp-1518554,mp-1518554,118,tetragonal,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.66387843213793,0.151813405000009,0.0,0,,-0.15166220028452396,False,hybrid=0.000; hull=0.151813405000009; magnetic=
33784,mp-2230111,mp-2230111,111,tetragonal,4.5410746454611336e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.114679568787053,0.151839993508769,0.0,0,,-0.15168878879328396,False,hybrid=0.000; hull=0.151839993508769; magnetic=
33785,mp-1519752,mp-1519752,48,orthorhombic,4.671657946545989e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.633303187916666,0.151855266875,2.501299999999999,0,,-0.15170406215951496,False,hybrid=0.000; hull=0.151855266875; magnetic=
33786,mp-771815,mp-771815,55,orthorhombic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.280834362,0.151923829000001,0.0,0,,-0.15177262428451596,False,hybrid=0.000; hull=0.151923829000001; magnetic=
33787,mp-2228998,mp-2228998,6,monoclinic,6.43919369881725e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.98475447617647,0.151932227647061,0.0,0,,-0.15178102293157594,False,hybrid=0.000; hull=0.151932227647061; magnetic=
33788,mp-2228866,mp-2228866,1,triclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.724591772499999,0.15198825889917,1.4535999999999991,0,,-0.15183705418368496,False,hybrid=0.000; hull=0.15198825889917; magnetic=
33789,mp-1206692,mp-1206692,63,orthorhombic,4.291394741595655e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.239657081354167,0.152006793999998,0.7198000000000001,0,,-0.15185558928451295,False,hybrid=0.000; hull=0.152006793999998; magnetic=
33790,mp-2229430,mp-2229430,6,monoclinic,1.2480014002567136e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.924625521970588,0.15200852306372,1.0824,0,,-0.15185731834823496,False,hybrid=0.000; hull=0.15200852306372; magnetic=
33791,mp-1105229,mp-1105229,33,orthorhombic,5.070875972008909e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.52300860125,0.152008928124979,0.1034,0,,-0.15185772340949394,False,hybrid=0.000; hull=0.152008928124979; magnetic=
33792,mp-756744,mp-756744,1,triclinic,1.723132552652632e-37,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.2339383293055572,0.152071670277777,2.4505,0,,-0.15192046556229194,False,hybrid=0.000; hull=0.152071670277777; magnetic=
33793,mp-1215829,mp-1215829,193,hexagonal,3.7344801470907534e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.3334819609375,0.1520849028125,0.0,0,,-0.15193369809701496,False,hybrid=0.000; hull=0.1520849028125; magnetic=
33794,mp-697815,mp-697815,14,monoclinic,2.7396861559287098e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.103953685389611,0.15208694977274,0.3393,0,,-0.15193574505725496,False,hybrid=0.000; hull=0.15208694977274; magnetic=
33795,mp-2220659,mp-2220659,6,monoclinic,4.6496632719132623e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.073013410135134,0.15208808387387,0.3586,0,,-0.15193687915838494,False,hybrid=0.000; hull=0.15208808387387; magnetic=
33796,mp-2220857,mp-2220857,1,triclinic,4.712517743078783e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.74161661452381,0.15212260083333,1.795799999999999,0,,-0.15197139611784496,False,hybrid=0.000; hull=0.15212260083333; magnetic=
33797,mp-2230455,mp-2230455,1,triclinic,6.966888767853237e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.447573351715063,0.152126919934202,0.0,0,,-0.15197571521871694,False,hybrid=0.000; hull=0.152126919934202; magnetic=
33798,mp-17165,mp-17165,14,monoclinic,9.927306046701115e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.267887680980604,0.152153564791665,1.8425,0,,-0.15200236007617995,False,hybrid=0.000; hull=0.152153564791665; magnetic=
33799,mp-1233964,mp-1233964,1,triclinic,1.0140060957509935e-14,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.096757538863636,0.152177923238634,0.0,0,,-0.15202671852314895,False,hybrid=0.000; hull=0.152177923238634; magnetic=
33800,mp-2220531,mp-2220531,6,monoclinic,6.323295619076051e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.1206637486,0.152190738444438,0.7456,0,,-0.15203953372895296,False,hybrid=0.000; hull=0.152190738444438; magnetic=
33801,mp-770488,mp-770488,55,orthorhombic,2.6842338573217217e-13,0.00017149592600746965,0.0,0.00017149592600746965,0.00017149592600746965,-1.177454363749999,0.152226519749998,0.0,0,,-0.15205502382399055,False,hybrid=0.000; hull=0.152226519749998; magnetic=
33802,mp-1041980,mp-1041980,194,hexagonal,1.3509292476858578e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.6618801483333321,0.152258794444445,1.2727,0,,-0.15210758972895996,False,hybrid=0.000; hull=0.152258794444445; magnetic=
33803,mp-1023061,mp-1023061,38,orthorhombic,1.0184328708301512e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.043130746875,0.152272054062502,0.0,0,,-0.15212084934701695,False,hybrid=0.000; hull=0.152272054062502; magnetic=
33804,mp-2715095,mp-2715095,1,triclinic,1.1522879409649741e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.40864178516352,0.15231183547619,2.9637,0,,-0.15216063076070496,False,hybrid=0.000; hull=0.15231183547619; magnetic=
33805,mp-2231732,mp-2231732,1,triclinic,2.0612176569234216e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.35703117224138,0.152318636820175,0.3354,0,,-0.15216743210468994,False,hybrid=0.000; hull=0.152318636820175; magnetic=
33806,mp-1080205,mp-1080205,141,tetragonal,9.279539693652286e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.793710725045259,0.152322246041666,1.4982,0,,-0.15217104132618095,False,hybrid=0.000; hull=0.152322246041666; magnetic=
33807,mp-1044611,mp-1044611,145,trigonal,6.46350598227979e-39,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.749836113229166,0.152332414652777,0.0881,0,,-0.15218120993729195,False,hybrid=0.000; hull=0.152332414652777; magnetic=
33808,mp-2219795,mp-2219795,1,triclinic,5.232810903815401e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.8970669869230772,0.152364886538463,0.9842999999999992,0,,-0.15221368182297795,False,hybrid=0.000; hull=0.152364886538463; magnetic=
33809,mp-2222778,mp-2222778,1,triclinic,7.900771299808923e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.610079347333333,0.152369253333332,1.5017,0,,-0.15221804861784696,False,hybrid=0.000; hull=0.152369253333332; magnetic=
33810,mp-17241,mp-17241,14,monoclinic,2.065630652155749e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.247593873020833,0.152439134843747,0.0,0,,-0.15228793012826194,False,hybrid=0.000; hull=0.152439134843747; magnetic=
33811,mp-1233349,mp-1233349,1,triclinic,1.7999788098859354e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.357783247533332,0.152523980966664,2.1306,0,,-0.15237277625117895,False,hybrid=0.000; hull=0.152523980966664; magnetic=
33812,mp-758993,mp-758993,60,orthorhombic,4.5045936494812266e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.5442881847301573,0.152543231958321,2.219799999999999,0,,-0.15239202724283596,False,hybrid=0.000; hull=0.152543231958321; magnetic=
33813,mp-2220212,mp-2220212,1,triclinic,5.797428525397185e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.072554933648648,0.152546560360357,0.7517,0,,-0.15239535564487194,False,hybrid=0.000; hull=0.152546560360357; magnetic=
33814,mp-19073,mp-19073,15,monoclinic,1.490444920260181e-11,0.0002240424179301529,0.0,0.0002240424179301529,0.0002240424179301529,-2.54201818388889,0.15264690472222,2.1339,0,,-0.15242286230428986,False,hybrid=0.000; hull=0.15264690472222; magnetic=
33815,mp-1235649,mp-1235649,1,triclinic,1.0998912158831246e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.7331214420768193,0.152582384270187,0.6181000000000001,0,,-0.15243117955470195,False,hybrid=0.000; hull=0.152582384270187; magnetic=
33816,mp-2218827,mp-2218827,6,monoclinic,2.742644402331431e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.803796594442971,0.152614961730772,0.0,0,,-0.15246375701528694,False,hybrid=0.000; hull=0.152614961730772; magnetic=
33817,mp-600200,mp-600200,14,monoclinic,7.190974487259193e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.504560358055555,0.152617319722226,1.9904,0,,-0.15246611500674095,False,hybrid=0.000; hull=0.152617319722226; magnetic=
33818,mp-1234609,mp-1234609,1,triclinic,1.5471822933932344e-08,0.00020905375695807454,0.0,0.00020905375695807454,0.00020905375695807454,-2.5594769230431043,0.152710628499999,0.7239,0,,-0.15250157474304094,False,hybrid=0.000; hull=0.152710628499999; magnetic=
