rank_hybrid,material_id,formula,space_group_number,crystal_system,gnn_probability,hybrid_probability,hybrid_probability_std,explicit_only_probability,embedding_only_probability,formation_energy_per_atom,energy_above_hull,band_gap,n_magnetic_sites,magnetic_elements,dft_priority_score,dft_selected,rationale
90,mp-1176417,Mn4 Te4 O12,62,orthorhombic,0.0001366759097436,0.9732994467275461,0.0,0.9732994467275461,0.9732994467275461,-1.73984980841954,0.034447071833326,3.006299999999999,4,Mn,0.9388523748942201,False,hybrid=0.973; hull=0.034447071833326; magnetic=Mn
91,mp-11892,Na2 Nd4 Ru2 O12,14,monoclinic,1.0,0.9763282406196288,0.0,0.9763282406196288,0.9763282406196288,-2.673883322137931,0.037560917750004,0.0,4,Nd,0.9387673228696247,False,hybrid=0.976; hull=0.037560917750004; magnetic=Nd
92,mp-1208846,Sr4 Co2 Si4 O14,113,tetragonal,0.9974164962768556,0.9366531691251136,0.0,0.9366531691251136,0.9366531691251136,-3.092014428541667,0.0,3.4006,2,Co,0.9366531691251136,False,hybrid=0.937; hull=0.0; magnetic=Co
93,mp-772406,Li12 Fe12 P12 O48,14,monoclinic,0.9999736547470092,0.9945298618255389,0.0,0.9945298618255389,0.9945298618255389,-2.421866425663265,0.058029589047618,3.1003,12,Fe,0.9365002727779209,False,hybrid=0.995; hull=0.058029589047618; magnetic=Fe
94,mp-698549,Ca8 Mn8 O22,4,monoclinic,0.9996045231819152,0.9950379135831658,0.0,0.9950379135831658,0.9950379135831658,-2.52329018798548,0.061050806885957,0.0647,8,Mn,0.9339871066972089,False,hybrid=0.995; hull=0.061050806885957; magnetic=Mn
95,mp-849358,Mn6 O4 F8,102,tetragonal,0.9876076579093932,0.9772866817686982,0.0,0.9772866817686982,0.9772866817686982,-2.541545986532568,0.043941399351837,1.019599999999999,6,Mn,0.9333452824168611,False,hybrid=0.977; hull=0.043941399351837; magnetic=Mn
96,mp-625242,Fe4 H4 O8,62,orthorhombic,0.9999126195907592,0.9875997607717398,0.0,0.9875997607717398,0.9875997607717398,-1.494188404062499,0.054931104375,0.0,4,Fe,0.9326686563967398,False,hybrid=0.988; hull=0.054931104375; magnetic=Fe
97,mp-18442,Mn8 Si2 O14,173,hexagonal,0.9164802432060242,0.975276819914272,0.0,0.975276819914272,0.975276819914272,-2.322728055143677,0.043324923437493,0.0,8,Mn,0.931951896476779,False,hybrid=0.975; hull=0.043324923437493; magnetic=Mn
98,mp-1221552,Mn20 Si8 Ge4,38,orthorhombic,0.999955415725708,0.9696888700294206,0.0,0.9696888700294206,0.9696888700294206,-0.258423897456897,0.037979918437499,0.0,20,Mn,0.9317089515919216,False,hybrid=0.970; hull=0.037979918437499; magnetic=Mn
99,mp-757174,Li3 Mn6 F18,150,trigonal,0.001417675986886,0.9458592653487131,0.0,0.9458592653487131,0.9458592653487131,-2.930082619910602,0.014928726944442,0.312999999999999,6,Mn,0.9309305384042711,False,hybrid=0.946; hull=0.014928726944442; magnetic=Mn
100,mp-1221054,Na4 Fe4 Ru4 O16,62,orthorhombic,0.9999827146530152,0.9908447886997326,0.0,0.9908447886997326,0.9908447886997326,-1.590236200554186,0.061832860357147,0.0,4,Fe,0.9290119283425856,False,hybrid=0.991; hull=0.061832860357147; magnetic=Fe
101,mp-887354,Fe20 O2 F38,38,orthorhombic,0.0503205358982086,0.9534871355387265,0.0,0.9534871355387265,0.9534871355387265,-2.515308753333334,0.028770066351851,1.8969,20,Fe,0.9247170691868756,False,hybrid=0.953; hull=0.028770066351851; magnetic=Fe
102,mp-764044,Mn6 O2 F10,4,monoclinic,0.5835001468658447,0.9878082855910755,0.0,0.9878082855910755,0.9878082855910755,-2.712371897643679,0.063855353703697,0.241399999999999,6,Mn,0.9239529318873785,False,hybrid=0.988; hull=0.063855353703697; magnetic=Mn
103,mp-764357,V6 O3 F15,143,trigonal,6.435314503505651e-08,0.9720678087081693,0.0,0.9720678087081693,0.9720678087081693,-2.993044167499999,0.053686635416667,1.7996,6,V,0.9183811732915024,False,hybrid=0.972; hull=0.053686635416667; magnetic=V
104,mp-887367,Fe20 O2 F38,38,orthorhombic,0.003091009799391,0.9377220077464266,0.0,0.9377220077464266,0.9377220077464266,-2.523947684666667,0.020131135018519,1.3841,20,Fe,0.9175908727279075,False,hybrid=0.938; hull=0.020131135018519; magnetic=Fe
105,mp-849460,Mn8 O4 F12,14,monoclinic,0.9807204604148864,0.9894584112555022,0.0,0.9894584112555022,0.9894584112555022,-2.6059085476436783,0.074948770972204,0.4974,8,Mn,0.9145096402832982,False,hybrid=0.989; hull=0.074948770972204; magnetic=Mn
106,mp-1212420,Ho8 Ga36 Ir12,63,orthorhombic,0.999987244606018,0.9143017954643796,0.0,0.9143017954643796,0.9143017954643796,-0.6637801166071411,0.0,0.0,8,Ho,0.9143017954643796,False,hybrid=0.914; hull=0.0; magnetic=Ho
107,mp-1367307,Ca4 Cr2 Ir2 O12,14,monoclinic,0.9967743754386902,0.9142825339003261,0.0,0.9142825339003261,0.9142825339003261,-2.401740640499999,0.0,0.0,2,Cr,0.9142825339003261,False,hybrid=0.914; hull=0.0; magnetic=Cr
108,mp-758926,Li8 Fe8 P8 O32,43,orthorhombic,0.9999970197677612,0.9762587969254023,0.0,0.9762587969254023,0.9762587969254023,-2.415349263282312,0.064546751428571,3.900399999999999,8,Fe,0.9117120454968313,False,hybrid=0.976; hull=0.064546751428571; magnetic=Fe
109,mp-1227732,Ca3 La1 Mn4 O12,6,monoclinic,0.1929639130830764,0.9774504789551756,0.0,0.9774504789551756,0.9774504789551756,-2.641738117836207,0.066062269124993,0.0,4,Mn,0.9113882098301825,False,hybrid=0.977; hull=0.066062269124993; magnetic=Mn
110,mp-566548,Ba2 Fe36 O54,194,hexagonal,0.9436115026474,0.9844607872791563,0.0,0.9844607872791563,0.9844607872791563,-1.672092407934782,0.073515412826093,0.049599999999999,36,Fe,0.9109453744530633,False,hybrid=0.984; hull=0.073515412826093; magnetic=Fe
111,mp-861258,Mn12 Si12 O40,15,monoclinic,0.0083833634853363,0.9854899739923662,0.0,0.9854899739923662,0.9854899739923662,-2.667680489612069,0.074547199930572,1.280399999999999,12,Mn,0.9109427740617941,False,hybrid=0.985; hull=0.074547199930572; magnetic=Mn
112,mp-755111,Li1 V4 O1 F11,3,monoclinic,0.6455886960029602,0.9817012068622738,0.0,0.9817012068622738,0.9817012068622738,-3.09237867137255,0.07098137352942,0.7402000000000001,4,V,0.9107198333328538,False,hybrid=0.982; hull=0.07098137352942; magnetic=V
113,mp-754215,Mn16 O4 F24,36,orthorhombic,0.9996975660324096,0.9969710424850252,0.0,0.9969710424850252,0.9969710424850252,-2.7084046528840133,0.088672036590908,1.7614,16,Mn,0.9082990058941172,False,hybrid=0.997; hull=0.088672036590908; magnetic=Mn
114,mp-1212874,Er8 Ga36 Ir12,63,orthorhombic,0.9999878406524658,0.9075024881235789,0.0,0.9075024881235789,0.9075024881235789,-0.6591104080357131,0.0,0.0,8,Er,0.9075024881235789,False,hybrid=0.908; hull=0.0; magnetic=Er
115,mp-1223018,La2 Fe4 Pb2 O12,31,orthorhombic,0.9999932050704956,0.9928952919094248,0.0,0.9928952919094248,0.9928952919094248,-2.118355055,0.085575914625,0.0,4,Fe,0.9073193772844248,False,hybrid=0.993; hull=0.085575914625; magnetic=Fe
116,mp-540658,Na12 Fe20 O36,15,monoclinic,0.9999997615814208,0.9142997117039332,0.0,0.9142997117039332,0.9142997117039332,-1.76275977112576,0.008413755882354,0.0,20,Fe,0.9058859558215792,False,hybrid=0.914; hull=0.008413755882354; magnetic=Fe
117,mp-504445,Ba2 Fe8 O14,176,hexagonal,0.1769406050443649,0.97471194603956,0.0,0.97471194603956,0.97471194603956,-1.860038219999999,0.069890247916659,0.0,8,Fe,0.904821698122901,False,hybrid=0.975; hull=0.069890247916659; magnetic=Fe
118,mp-761186,V6 O3 F15,1,triclinic,0.3446669280529022,0.9757821527102187,0.0,0.9757821527102187,0.9757821527102187,-2.973950630833333,0.072780172083334,0.8053999999999991,6,V,0.9030019806268847,False,hybrid=0.976; hull=0.072780172083334; magnetic=V
119,mp-1250185,Ca16 Mn16 Si24 O96,142,tetragonal,0.814997136592865,0.9946566376698388,0.0,0.9946566376698388,0.9946566376698388,-2.8202584239927413,0.092921453859632,1.0448,16,Mn,0.9017351838102068,False,hybrid=0.995; hull=0.092921453859632; magnetic=Mn
120,mp-759739,V6 O3 F15,149,trigonal,0.0003870740765705,0.9793852991335122,0.0,0.9793852991335122,0.9793852991335122,-2.96822932125,0.078501481666666,0.8596,6,V,0.9008838174668462,False,hybrid=0.979; hull=0.078501481666666; magnetic=V
121,mp-559386,Rb16 Cr40 F136,63,orthorhombic,0.9999663829803468,0.9079067304086093,0.0,0.9079067304086093,0.9079067304086093,-3.053145324583333,0.007519437604179,2.5291,40,Cr,0.9003872928044303,False,hybrid=0.908; hull=0.007519437604179; magnetic=Cr
122,mp-1340170,Ca4 Ti2 Ir2 O12,14,monoclinic,0.9541826248168944,0.916538002390806,0.0,0.916538002390806,0.916538002390806,-2.8119122843333333,0.017106052750003,0.0,2,Ti,0.899431949640803,False,hybrid=0.917; hull=0.017106052750003; magnetic=Ti
123,mp-768683,Li6 Fe12 S18 O72,167,trigonal,0.9876612424850464,0.9255108073821146,0.0,0.9255108073821146,0.9255108073821146,-1.903352676712962,0.029626511874997,0.1989,12,Fe,0.8958842955071176,False,hybrid=0.926; hull=0.029626511874997; magnetic=Fe
124,mp-1188108,Sr4 Dy2 Ru2 O12,14,monoclinic,0.9999994039535522,0.8885309600127774,0.0,0.8885309600127774,0.8885309600127774,-2.857345851166667,0.0,0.2518,2,Dy,0.8885309600127774,False,hybrid=0.889; hull=0.0; magnetic=Dy
125,mp-772409,Li12 Fe12 P12 O48,14,monoclinic,0.9684171080589294,0.9599186105074583,0.0,0.9599186105074583,0.9599186105074583,-2.4027517801870752,0.077144234523808,2.596899999999999,12,Fe,0.8827743759836503,False,hybrid=0.960; hull=0.077144234523808; magnetic=Fe
126,mp-1247627,Sr2 Ca6 Mn8 O23,25,orthorhombic,3.256111449445598e-05,0.9450493033327528,0.0,0.9450493033327528,0.9450493033327528,-2.489134269960211,0.062520166278993,0.0,8,Mn,0.8825291370537598,False,hybrid=0.945; hull=0.062520166278993; magnetic=Mn
127,mp-766138,Li12 Fe8 P8 O40,64,orthorhombic,0.999942421913147,0.9906490709203407,0.0,0.9906490709203407,0.9906490709203407,-2.268469202899159,0.108181009117646,0.0,8,Fe,0.8824680618026948,False,hybrid=0.991; hull=0.108181009117646; magnetic=Fe
128,mp-10856,Er2 B4 C4,127,tetragonal,0.9702516794204712,0.8788579451408012,0.0,0.8788579451408012,0.8788579451408012,-0.440007027666665,0.0,0.0,2,Er,0.8788579451408012,False,hybrid=0.879; hull=0.0; magnetic=Er
129,mp-1192540,Nb8 Ni2 S16,194,hexagonal,0.961607813835144,0.8774848581454817,0.0,0.8774848581454817,0.8774848581454817,-1.306363850384643,0.0,0.0,2,Ni,0.8774848581454817,False,hybrid=0.877; hull=0.0; magnetic=Ni
130,mp-1178392,Fe16 O24,61,orthorhombic,0.9999916553497314,0.9892464999696245,0.0,0.9892464999696245,0.9892464999696245,-1.5942362397499998,0.112855113249999,1.565599999999999,16,Fe,0.8763913867196256,False,hybrid=0.989; hull=0.112855113249999; magnetic=Fe
131,mp-540593,Ca4 Cr8 O16,62,orthorhombic,0.0441978462040424,0.8746118652843361,0.0,0.8746118652843361,0.8746118652843361,-2.7209668489285663,0.0,0.0,8,Cr,0.8746118652843361,False,hybrid=0.875; hull=0.0; magnetic=Cr
132,mp-755039,Fe12 O2 F22,38,orthorhombic,0.0001259775890503,0.9294912090853807,0.0,0.9294912090853807,0.9294912090853807,-2.457746865,0.055334715586413,0.813099999999999,12,Fe,0.8741564934989677,False,hybrid=0.929; hull=0.055334715586413; magnetic=Fe
133,mp-1211106,Li2 Pr4 Ru2 O12,14,monoclinic,0.9999997615814208,0.873160370076499,0.0,0.873160370076499,0.873160370076499,-2.786508984166666,0.0,0.301499999999999,4,Pr,0.873160370076499,False,hybrid=0.873; hull=0.0; magnetic=Pr
134,mp-1227724,Ca3 Mn4 Bi1 O12,6,monoclinic,2.159241148547153e-06,0.9051768178502573,0.0,0.9051768178502573,0.9051768178502573,-2.341176747586206,0.032783825750002,0.0,4,Mn,0.8723929921002552,False,hybrid=0.905; hull=0.032783825750002; magnetic=Mn
135,mp-1218655,Sr12 U4 Fe8 O36,71,orthorhombic,3.771732735913247e-05,0.9086400609593911,0.0,0.9086400609593911,0.9086400609593911,-2.893624590999999,0.036568728416662,0.8969,8,Fe,0.8720713325427291,False,hybrid=0.909; hull=0.036568728416662; magnetic=Fe
136,mp-1227659,Ca8 La4 Mn12 O36,62,orthorhombic,0.0035151292104274,0.9475996616367913,0.0,0.9475996616367913,0.9475996616367913,-2.68688678941954,0.078342723888887,0.0,12,Mn,0.8692569377479044,False,hybrid=0.948; hull=0.078342723888887; magnetic=Mn
137,mp-752590,Na8 Fe8 O20,46,orthorhombic,0.9999990463256836,0.9676680369950382,0.0,0.9676680369950382,0.9676680369950382,-1.498915591417624,0.099195015555554,0.0,8,Fe,0.8684730214394842,False,hybrid=0.968; hull=0.099195015555554; magnetic=Fe
138,mp-754602,Fe12 O20 F4,12,monoclinic,0.9996894598007202,0.9914548244141591,0.0,0.9914548244141591,0.9914548244141591,-1.528088323333332,0.128834458950618,0.0,12,Fe,0.8626203654635411,False,hybrid=0.991; hull=0.128834458950618; magnetic=Fe
139,mp-758462,La8 Mn8 O22,7,monoclinic,0.9999948740005492,0.996836386168973,0.0,0.996836386168973,0.996836386168973,-2.963196855090745,0.134833232775688,0.226199999999999,8,Mn,0.8620031533932849,False,hybrid=0.997; hull=0.134833232775688; magnetic=Mn
140,mp-1101708,Na2 Fe24 O38,164,trigonal,0.7172003984451294,0.9629818084103583,0.0,0.9629818084103583,0.9629818084103583,-1.589133475199353,0.102632460390625,0.0,24,Fe,0.8603493480197333,False,hybrid=0.963; hull=0.102632460390625; magnetic=Fe
141,mp-755945,Fe12 O20 F4,65,orthorhombic,0.9965298771858216,0.9905603169994541,0.0,0.9905603169994541,0.9905603169994541,-1.525123743888889,0.131799038395062,0.0,12,Fe,0.8587612786043921,False,hybrid=0.991; hull=0.131799038395062; magnetic=Fe
142,mp-756820,Fe12 O20 F4,38,orthorhombic,0.9861634373664856,0.9913350318608547,0.0,0.9913350318608547,0.9913350318608547,-1.524294758888888,0.132628023395062,0.0,12,Fe,0.8587070084657927,False,hybrid=0.991; hull=0.132628023395062; magnetic=Fe
143,mp-757024,Fe6 O10 F2,10,monoclinic,0.9827027320861816,0.9885692959378396,0.0,0.9885692959378396,0.9885692959378396,-1.525768552222221,0.13115423006173,0.0,6,Fe,0.8574150658761096,False,hybrid=0.989; hull=0.13115423006173; magnetic=Fe
144,mp-756848,Fe16 O28 F4,12,monoclinic,0.995779037475586,0.9914548244141591,0.0,0.9914548244141591,0.9914548244141591,-1.46366653,0.134669588587963,0.0,16,Fe,0.8567852358261961,False,hybrid=0.991; hull=0.134669588587963; magnetic=Fe
145,mp-614777,Ni6 F18,148,trigonal,0.9999998807907104,0.8563086400467327,0.0,0.8563086400467327,0.8563086400467327,-1.9186620925,0.0,0.0,6,Ni,0.8563086400467327,False,hybrid=0.856; hull=0.0; magnetic=Ni
146,mp-753407,Li8 Fe8 P8 O32,5,monoclinic,0.8965704441070557,0.950220681680527,0.0,0.950220681680527,0.950220681680527,-2.385942594710883,0.09395342,3.5661,8,Fe,0.856267261680527,False,hybrid=0.950; hull=0.09395342; magnetic=Fe
147,mp-780861,Fe16 O28 F4,12,monoclinic,0.975373148918152,0.9896505166985533,0.0,0.9896505166985533,0.9896505166985533,-1.4647191308333332,0.13361698775463,0.0,16,Fe,0.8560335289439234,False,hybrid=0.990; hull=0.13361698775463; magnetic=Fe
148,mp-755279,Fe12 O20 F4,8,monoclinic,0.9995065927505492,0.9882458532337103,0.0,0.9882458532337103,0.9882458532337103,-1.524336708888888,0.132586073395062,0.0,12,Fe,0.8556597798386483,False,hybrid=0.988; hull=0.132586073395062; magnetic=Fe
149,mp-1247006,Zr4 Cr4 Ag4 S16,59,orthorhombic,0.4526625573635101,0.911179593616185,0.0,0.911179593616185,0.911179593616185,-1.151751684166665,0.057092335238095,0.7773999999999991,4,Cr,0.85408725837809,False,hybrid=0.911; hull=0.057092335238095; magnetic=Cr
150,mp-755670,Fe12 O20 F4,12,monoclinic,0.9481024146080016,0.9854236585344545,0.0,0.9854236585344545,0.9854236585344545,-1.525508841111111,0.131413941172839,0.0,12,Fe,0.8540097173616155,False,hybrid=0.985; hull=0.131413941172839; magnetic=Fe
151,mp-755423,Fe6 O10 F2,31,orthorhombic,0.9995627999305724,0.9926039703739322,0.0,0.9926039703739322,0.9926039703739322,-1.518270826666666,0.138651955617285,0.0,6,Fe,0.8539520147566473,False,hybrid=0.993; hull=0.138651955617285; magnetic=Fe
152,mp-756453,Fe12 O20 F4,12,monoclinic,0.9254005551338196,0.9838776922259002,0.0,0.9838776922259002,0.9838776922259002,-1.526863443333333,0.130059338950617,0.0,12,Fe,0.8538183532752832,False,hybrid=0.984; hull=0.130059338950617; magnetic=Fe
153,mp-1178284,Fe10 O16 F4,14,monoclinic,0.9967976212501526,0.9807043850965497,0.0,0.9807043850965497,0.9807043850965497,-1.576696606666667,0.127095506574073,0.0,10,Fe,0.8536088785224767,False,hybrid=0.981; hull=0.127095506574073; magnetic=Fe
154,mp-753194,Fe8 O14 F2,4,monoclinic,0.9761632084846495,0.9884116781597383,0.0,0.9884116781597383,0.9884116781597383,-1.463257092916666,0.135079025671296,0.0,8,Fe,0.8533326524884423,False,hybrid=0.988; hull=0.135079025671296; magnetic=Fe
155,mp-765598,Li24 Fe16 P24 O96,230,cubic,0.9999996423721312,0.9063249269767114,0.0,0.9063249269767114,0.9063249269767114,-2.458414962571427,0.053827086624999,2.4593,16,Fe,0.8524978403517124,False,hybrid=0.906; hull=0.053827086624999; magnetic=Fe
156,mp-997553,Fe8 O14 F2,11,monoclinic,0.9746509194374084,0.9902366218288372,0.0,0.9902366218288372,0.9902366218288372,-1.460504610416666,0.137831508171296,0.0,8,Fe,0.8524051136575412,False,hybrid=0.990; hull=0.137831508171296; magnetic=Fe
157,mp-756792,Fe16 O28 F4,15,monoclinic,0.9820314645767212,0.9899801494836166,0.0,0.9899801494836166,0.9899801494836166,-1.460107946666666,0.138228171921297,0.0,16,Fe,0.8517519775623196,False,hybrid=0.990; hull=0.138228171921297; magnetic=Fe
158,mp-759590,Fe8 O14 F2,44,orthorhombic,0.9793220162391664,0.9893705711250685,0.0,0.9893705711250685,0.9893705711250685,-1.460393501666666,0.137942616921296,0.0,8,Fe,0.8514279542037726,False,hybrid=0.989; hull=0.137942616921296; magnetic=Fe
159,mp-755195,Fe12 O20 F4,12,monoclinic,0.9955577254295348,0.9894824965049908,0.0,0.9894824965049908,0.9894824965049908,-1.516898499444443,0.140024282839506,0.0,12,Fe,0.8494582136654848,False,hybrid=0.989; hull=0.140024282839506; magnetic=Fe
160,mp-780895,Fe16 O28 F4,8,monoclinic,0.9243780374526978,0.9899801494836166,0.0,0.9899801494836166,0.9899801494836166,-1.457730849999999,0.140605268587964,0.0,16,Fe,0.8493748808956526,False,hybrid=0.990; hull=0.140605268587964; magnetic=Fe
161,mp-39689,Ca2 La2 Mn4 O12,31,orthorhombic,0.0182561222463846,0.9523734340825779,0.0,0.9523734340825779,0.9523734340825779,-2.7749981045862073,0.105089661416668,0.0,4,Mn,0.8472837726659099,False,hybrid=0.952; hull=0.105089661416668; magnetic=Mn
162,mp-780870,Fe16 O28 F4,38,orthorhombic,0.9076067209243774,0.9907134068702964,0.0,0.9907134068702964,0.9907134068702964,-1.4546234458333331,0.14371267275463,0.0,16,Fe,0.8470007341156665,False,hybrid=0.991; hull=0.14371267275463; magnetic=Fe
163,mp-1350656,Y8 Mn12 O36,62,orthorhombic,3.315405820103478e-06,0.9705029185331174,0.0,0.9705029185331174,0.9705029185331174,-2.519899287592364,0.124360951547615,0.4674,12,Mn,0.8461419669855024,False,hybrid=0.971; hull=0.124360951547615; magnetic=Mn
164,mp-850398,Mn12 O8 F16,65,orthorhombic,0.0015348845627158,0.9360390521267954,0.0,0.9360390521267954,0.9360390521267954,-2.494777133199234,0.09071025268517,0.0,12,Mn,0.8453287994416254,False,hybrid=0.936; hull=0.09071025268517; magnetic=Mn
165,mp-1213497,Gd8 Ga36 Ir12,63,orthorhombic,0.9981598258018494,0.8450522442303049,0.0,0.8450522442303049,0.8450522442303049,-0.677012560535715,0.0,0.0,8,Gd,0.8450522442303049,False,hybrid=0.845; hull=0.0; magnetic=Gd
166,mp-780328,Fe10 O16 F4,6,monoclinic,0.9950926303863524,0.9747570139775247,0.0,0.9747570139775247,0.9747570139775247,-1.573312147000001,0.13047996624074,0.0,10,Fe,0.8442770477367847,False,hybrid=0.975; hull=0.13047996624074; magnetic=Fe
167,mp-755823,Fe6 O10 F2,6,monoclinic,0.9676215052604676,0.9800966354740179,0.0,0.9800966354740179,0.9800966354740179,-1.520447258888888,0.136475523395062,0.0,6,Fe,0.843621112078956,False,hybrid=0.980; hull=0.136475523395062; magnetic=Fe
168,mp-1101709,Na2 Fe24 O38,1,triclinic,0.1391473859548568,0.9449101523436484,0.0,0.9449101523436484,0.9449101523436484,-1.590012369418103,0.101753566171875,0.0,24,Fe,0.8431565861717734,False,hybrid=0.945; hull=0.101753566171875; magnetic=Fe
169,mp-780858,Fe16 O28 F4,8,monoclinic,0.9134637713432312,0.9870025874224578,0.0,0.9870025874224578,0.9870025874224578,-1.4542195108333331,0.14411660775463,0.0,16,Fe,0.8428859796678279,False,hybrid=0.987; hull=0.14411660775463; magnetic=Fe
170,mp-1287594,Ca8 Co4 Ir4 O24,1,triclinic,0.8175942897796631,0.8428609777874504,0.0,0.8428609777874504,0.8428609777874504,-2.12642163525,0.0,0.0,4,Co,0.8428609777874504,False,hybrid=0.843; hull=0.0; magnetic=Co
171,mp-26717,Li4 Fe4 P8 O28,14,monoclinic,0.9990065693855286,0.880572090548713,0.0,0.880572090548713,0.880572090548713,-2.487822574329003,0.037936805000001,2.1192,4,Fe,0.842635285548712,False,hybrid=0.881; hull=0.037936805000001; magnetic=Fe
172,mp-754412,Fe6 O10 F2,4,monoclinic,0.982510268688202,0.9836352711792754,0.0,0.9836352711792754,0.9836352711792754,-1.515496803333333,0.141425978950617,0.0,6,Fe,0.8422092922286584,False,hybrid=0.984; hull=0.141425978950617; magnetic=Fe
173,mp-1227410,Ca2 La2 Mn4 O12,11,monoclinic,0.0100467903539538,0.9578319403958403,0.0,0.9578319403958403,0.9578319403958403,-2.762685662586207,0.117402103416667,0.0,4,Mn,0.8404298369791733,False,hybrid=0.958; hull=0.117402103416667; magnetic=Mn
174,mp-1246416,Zr2 Cr2 Ag2 S8,8,monoclinic,0.6254837512969971,0.8677508319530484,0.0,0.8677508319530484,0.8677508319530484,-1.181519349523808,0.027324669880951,0.7933000000000001,2,Cr,0.8404261620720974,False,hybrid=0.868; hull=0.027324669880951; magnetic=Cr
175,mp-753484,Cr4 O4 F4,62,orthorhombic,0.9999896287918092,0.9521111845594551,0.0,0.9521111845594551,0.9521111845594551,-2.554056734999999,0.111834145555558,2.3253,4,Cr,0.840277039003897,False,hybrid=0.952; hull=0.111834145555558; magnetic=Cr
176,mp-1178270,Fe10 O16 F4,31,orthorhombic,0.9968295693397522,0.973434498134385,0.0,0.973434498134385,0.973434498134385,-1.570018943,0.13377317024074,0.0,10,Fe,0.839661327893645,False,hybrid=0.973; hull=0.13377317024074; magnetic=Fe
177,mp-1178278,Fe10 O16 F4,14,monoclinic,0.9976738095283508,0.9698339926329078,0.0,0.9698339926329078,0.9698339926329078,-1.569721494,0.13407061924074,0.0,10,Fe,0.8357633733921678,False,hybrid=0.970; hull=0.13407061924074; magnetic=Fe
178,mp-1209899,Ni4 Mo6 O16,186,hexagonal,0.9999995231628418,0.9977457019243348,0.0,0.9977457019243348,0.9977457019243348,-1.611567981538462,0.162765702692308,0.102199999999999,4,Ni,0.8349799992320268,False,hybrid=0.998; hull=0.162765702692308; magnetic=Ni
179,mp-1178219,Hf4 Ni4 O12,14,monoclinic,0.999930500984192,0.9311999734122963,0.0,0.9311999734122963,0.9311999734122963,-2.802277456,0.096843288499995,2.7983,4,Ni,0.8343566849123013,False,hybrid=0.931; hull=0.096843288499995; magnetic=Ni
180,mp-1247739,Zr4 Cr4 S16,74,orthorhombic,0.999660849571228,0.9431312747644031,0.0,0.9431312747644031,0.9431312747644031,-1.2915900425,0.109305597083339,0.0,4,Cr,0.8338256776810641,False,hybrid=0.943; hull=0.109305597083339; magnetic=Cr
181,mp-715276,Fe8 O12,1,triclinic,0.995162069797516,0.9673008384095945,0.0,0.9673008384095945,0.9673008384095945,-1.573145078,0.133946274999999,1.5103,8,Fe,0.8333545634095955,False,hybrid=0.967; hull=0.133946274999999; magnetic=Fe
182,mp-780310,Fe10 O16 F4,14,monoclinic,0.9968783855438232,0.9797410969268913,0.0,0.9797410969268913,0.9797410969268913,-1.555567213666667,0.148224899574073,0.0,10,Fe,0.8315161973528182,False,hybrid=0.980; hull=0.148224899574073; magnetic=Fe
183,mp-21507,Ca4 La4 Mn8 O24,58,orthorhombic,0.0019042540807276,0.9401760966306014,0.0,0.9401760966306014,0.9401760966306014,-2.771157318836207,0.108930447166669,0.0,8,Mn,0.8312456494639324,False,hybrid=0.940; hull=0.108930447166669; magnetic=Mn
184,mp-22554,Mn4 S4 O16,63,orthorhombic,0.1394788026809692,0.8308283808902593,0.0,0.8308283808902593,0.8308283808902593,-2.044368775905172,0.0,2.8118,4,Mn,0.8308283808902593,False,hybrid=0.831; hull=0.0; magnetic=Mn
185,mp-1042170,Ca4 Fe8 O16,63,orthorhombic,0.3062169551849365,0.8679108474282898,0.0,0.8679108474282898,0.8679108474282898,-2.146978633571428,0.04167629482142,0.6776999999999991,8,Fe,0.8262345526068698,False,hybrid=0.868; hull=0.04167629482142; magnetic=Fe
186,mp-759142,Mn4 C6 O18,2,triclinic,0.0032432847656309,0.8951429158077534,0.0,0.8951429158077534,0.8951429158077534,-1.7945259597044352,0.072963116369042,0.6899000000000001,4,Mn,0.8221797994387114,False,hybrid=0.895; hull=0.072963116369042; magnetic=Mn
187,mp-1013864,Na24 Fe16 Ge24 O96,230,cubic,0.9999994039535522,0.9072277311414574,0.0,0.9072277311414574,0.9072277311414574,-1.787809153831896,0.088310281499999,0.0,16,Fe,0.8189174496414584,False,hybrid=0.907; hull=0.088310281499999; magnetic=Fe
188,mp-1222206,Mn10 Si3 Ge3,189,hexagonal,0.9997804760932922,0.8604466555384042,0.0,0.8604466555384042,0.8604466555384042,-0.214485526519397,0.04297522828125,0.0,10,Mn,0.8174714272571542,False,hybrid=0.860; hull=0.04297522828125; magnetic=Mn
